,online_booking,mobile_site_booking,Car_Cancellation,from_date,booking_month,weekend,festivals,hourOfDay,intercity_distance,cancel_zone
31662,1,0,0,9,4,0,0,1,176.0,1
31694,0,1,0,9,4,1,0,5,110.0,1
31752,0,1,0,9,5,1,0,1,17.0,1
31822,1,0,0,9,5,1,0,1,101.0,0
31835,1,0,0,9,5,1,0,1,93.0,0
31893,1,0,0,9,5,1,0,6,41.0,0
31896,0,0,0,9,5,0,0,1,17.0,0
31918,0,0,0,9,5,1,0,1,95.0,0
31980,1,0,0,9,6,1,0,1,98.0,0
31988,1,0,0,9,6,1,0,1,40.0,1
31994,0,0,0,9,6,1,0,1,22.0,0
32055,1,0,0,9,6,0,0,5,14.0,0
32085,1,0,1,9,6,0,0,5,36.0,1
32090,0,0,0,9,6,1,0,1,17.0,0
32100,0,0,0,9,6,1,0,1,98.0,0
32127,1,0,0,9,6,1,0,6,41.0,0
32128,1,0,0,9,6,1,0,1,41.0,0
32132,1,0,0,9,6,1,0,6,41.0,0
32142,1,0,0,9,6,1,0,1,17.0,0
32173,0,0,0,9,6,1,0,2,116.0,0
32185,1,0,0,9,7,1,0,5,14.0,1
32223,0,0,0,9,7,1,0,1,93.0,0
32224,0,0,0,9,7,1,0,1,93.0,0
32261,1,0,0,9,7,1,0,1,14.0,0
32290,0,0,0,9,7,1,0,5,131.0,0
32297,0,0,0,9,7,1,0,1,17.0,0
32314,0,0,0,9,7,1,0,1,17.0,0
32316,0,0,0,9,7,0,0,1,26.0,0
32319,1,0,0,9,7,1,0,1,17.0,0
32321,1,0,0,9,7,1,0,1,17.0,0
32323,1,0,0,9,7,1,0,3,14.0,1
32330,1,0,0,9,7,1,0,1,17.0,0
32336,1,0,0,9,7,1,0,6,93.0,1
32340,1,0,0,9,7,1,0,1,132.0,1
32346,0,0,0,9,7,1,0,1,93.0,0
32350,1,0,0,9,7,1,0,1,93.0,0
32351,1,0,0,9,7,1,0,1,111.0,0
32353,0,0,0,9,8,1,0,1,93.0,1
32356,1,0,0,9,8,1,0,1,14.0,1
32376,0,0,0,9,8,0,0,1,93.0,0
32390,0,0,0,9,8,0,0,1,93.0,1
32403,1,0,0,9,8,0,0,6,145.0,0
32443,0,1,0,9,8,0,0,6,40.0,0
32462,0,0,0,9,8,0,0,2,93.0,1
32622,1,0,0,9,10,0,0,3,43.0,1
32680,0,1,0,9,10,0,0,1,167.0,1
32682,1,0,0,9,10,0,0,1,40.0,0
32695,0,0,0,9,10,0,0,3,17.0,0
32755,1,0,0,9,11,0,0,1,17.0,1
32816,0,0,0,9,11,0,0,1,43.0,0
32872,0,0,0,9,11,0,0,3,34.0,1
32961,1,0,0,9,12,0,0,3,17.0,0
32986,1,0,0,10,12,1,0,4,17.0,1
33024,0,0,0,9,12,0,0,6,70.0,0
33046,0,0,0,9,13,0,0,2,17.0,1
33062,0,0,0,9,13,1,0,1,93.0,0
33120,0,0,0,9,13,1,0,6,95.0,0
33163,0,1,0,9,13,1,0,1,132.0,0
33191,0,0,0,9,13,1,0,1,98.0,0
33216,0,0,0,9,14,1,0,1,17.0,0
33242,0,0,0,9,14,1,0,1,10.0,1
33356,1,0,0,9,14,0,0,1,14.0,1
33359,1,0,0,9,14,1,0,2,17.0,0
33377,1,0,0,9,14,1,0,1,93.0,0
33693,1,0,0,9,16,0,0,1,17.0,1
33717,1,0,1,9,16,0,0,5,54.0,1
33744,1,0,0,9,16,0,0,6,17.0,1
33745,1,0,0,9,16,0,0,2,54.0,1
33750,1,0,0,9,16,0,0,6,17.0,1
33795,1,0,0,9,17,0,0,1,98.0,1
33809,0,0,0,10,17,0,0,1,40.0,1
33900,1,0,0,9,18,1,0,1,106.0,1
33902,0,0,0,9,18,1,0,1,17.0,0
33916,0,0,0,9,18,0,0,1,34.0,1
33927,0,0,0,9,18,0,0,3,43.0,0
33940,1,0,0,9,18,0,0,3,17.0,1
34025,1,0,0,9,19,1,0,1,17.0,0
34033,1,0,0,9,19,0,0,5,131.0,1
34062,1,0,0,9,19,1,0,2,17.0,1
34074,0,0,0,9,19,1,0,1,17.0,0
34142,0,0,0,9,20,0,0,1,17.0,0
34162,0,0,0,9,20,1,0,1,40.0,0
34200,0,0,0,9,20,1,0,1,17.0,0
34230,0,0,0,9,20,1,0,6,17.0,0
34233,1,0,0,9,20,0,0,5,131.0,0
34241,0,0,0,9,20,1,0,1,163.0,0
34271,0,0,0,9,20,1,0,6,116.0,0
34274,1,0,0,9,20,1,0,1,17.0,0
34288,1,0,0,9,21,1,0,1,181.0,0
34292,1,0,0,9,21,1,0,6,40.0,1
34307,0,0,0,9,21,1,0,2,50.0,0
34318,1,0,0,9,21,1,0,1,22.0,0
34344,1,0,0,9,21,1,0,5,40.0,1
34347,1,0,0,9,21,1,0,1,3.0,0
34404,0,0,0,9,21,1,0,1,3.0,0
34408,0,0,0,9,21,1,0,1,93.0,1
34412,1,0,0,9,21,0,0,2,40.0,1
34417,1,0,0,9,21,1,0,1,93.0,0
34421,1,0,0,9,21,1,0,1,93.0,0
34422,0,0,0,9,21,1,0,1,93.0,0
34439,0,0,0,9,22,1,0,1,176.0,1
34454,0,0,0,9,22,1,0,3,17.0,1
34474,0,0,0,9,22,0,0,3,14.0,0
34476,0,0,0,9,22,0,0,3,14.0,1
34612,1,0,0,9,23,0,0,2,131.0,1
34668,0,1,0,9,23,1,0,3,17.0,1
34675,1,0,0,9,23,1,0,2,17.0,1
34717,0,0,0,9,24,0,0,2,40.0,0
34726,1,0,0,9,24,0,0,1,17.0,1
34743,1,0,0,9,24,0,0,3,17.0,1
34780,0,0,0,10,24,0,0,2,74.0,0
34827,0,0,0,9,25,0,0,2,17.0,1
34899,1,0,0,9,25,1,0,1,2.0,0
34907,0,0,0,9,25,0,0,1,40.0,1
34931,1,0,0,9,26,0,0,1,17.0,1
34992,0,0,0,9,26,0,0,2,14.0,0
35001,0,0,0,9,26,1,0,2,34.0,1
35018,1,0,0,9,26,1,0,1,46.0,0
35037,1,0,0,9,27,1,0,1,93.0,0
35203,0,0,0,9,27,1,0,1,17.0,0
35215,0,0,0,9,27,1,0,6,149.0,0
35245,0,0,0,9,27,1,0,1,95.0,0
35299,1,0,0,9,27,1,0,1,60.0,0
35344,0,0,0,9,28,1,0,6,116.0,0
35377,1,0,0,9,28,1,0,1,17.0,0
35414,1,0,0,10,28,1,0,1,17.0,0
35430,1,0,0,10,28,0,0,1,40.0,0
35434,1,0,0,9,28,1,0,1,17.0,1
35450,0,0,0,9,28,1,0,1,30.0,1
35452,1,0,0,10,28,1,0,1,14.0,0
35459,0,0,0,9,28,1,0,1,17.0,1
35463,1,0,0,9,28,0,0,6,17.0,1
35477,0,0,0,9,29,1,0,1,93.0,0
35506,0,0,0,9,29,1,0,3,17.0,0
35627,0,0,0,9,30,0,0,1,26.0,0
35763,1,0,0,10,30,0,0,1,17.0,0
35775,1,0,0,10,30,0,0,1,137.0,1
35805,0,0,0,10,30,0,0,1,17.0,0
35811,0,0,0,10,30,0,0,2,9.0,0
35819,1,0,0,10,30,0,0,1,17.0,1
35828,0,0,0,10,30,0,0,1,17.0,0
35876,0,0,0,10,1,0,0,6,14.0,0
35905,1,0,0,10,1,0,0,2,14.0,1
35933,0,0,0,10,1,0,0,3,17.0,1
35937,1,0,0,10,1,0,0,1,17.0,0
36023,0,0,0,10,2,1,0,6,16.0,0
36036,0,0,0,10,2,0,0,1,40.0,0
36055,0,0,0,10,2,1,0,1,14.0,0
36104,0,0,0,10,3,0,0,1,17.0,0
36145,1,0,0,10,3,0,0,1,40.0,1
36182,0,0,0,11,3,1,0,4,17.0,1
36189,1,0,0,10,3,0,0,5,15.0,0
36223,1,0,0,10,3,1,0,2,17.0,1
36227,0,0,0,10,3,0,0,1,16.0,0
36231,0,0,0,10,3,1,0,6,54.0,0
36274,0,0,0,10,4,1,0,1,29.0,0
36293,1,0,1,10,4,1,0,2,17.0,2
36330,1,0,0,10,4,1,0,6,14.0,0
36372,1,0,0,10,4,1,0,2,17.0,1
36413,0,0,0,10,5,1,0,2,17.0,1
36428,1,0,0,10,5,1,0,1,132.0,0
36429,0,0,0,10,5,1,0,1,17.0,1
36432,1,0,0,10,5,1,0,1,93.0,1
36433,0,0,0,10,5,1,0,1,17.0,1
36444,0,0,0,10,5,1,0,3,17.0,0
36447,0,0,0,10,5,1,0,3,54.0,0
36453,0,0,0,10,5,0,0,1,40.0,0
36456,1,0,0,10,5,1,0,1,14.0,1
36465,1,0,0,10,5,1,0,1,3.0,0
36467,1,0,0,10,5,1,0,1,153.0,0
36472,0,0,0,10,5,0,0,1,43.0,0
36476,0,0,0,10,5,1,0,1,93.0,0
36482,0,0,0,10,5,0,0,1,98.0,0
36496,0,0,0,10,5,1,0,1,17.0,0
36497,0,0,0,10,5,1,0,1,17.0,0
36503,0,0,0,10,5,0,0,4,70.0,0
36504,0,0,0,10,5,1,0,5,17.0,1
36511,1,0,0,10,5,1,0,1,2.0,0
36587,1,0,0,10,6,0,0,2,40.0,1
36604,1,0,0,10,6,1,0,3,40.0,0
36619,1,0,0,10,6,1,0,4,17.0,1
36693,1,0,0,10,7,1,0,2,105.0,0
36697,1,0,0,10,7,0,0,6,182.0,1
36712,0,0,0,10,7,1,0,1,40.0,0
36718,0,0,0,10,7,1,0,1,40.0,0
36729,1,0,0,10,7,0,0,1,177.0,0
36732,0,0,0,10,7,0,0,6,74.0,0
36747,0,0,0,10,7,0,0,1,17.0,0
36753,1,0,0,10,7,0,0,6,22.0,1
36757,0,0,0,10,7,0,0,1,40.0,0
36771,0,0,0,10,7,0,0,1,14.0,0
36776,0,0,0,10,7,0,0,1,17.0,0
36863,1,0,0,10,8,0,0,1,34.0,1
36867,0,0,0,10,8,0,0,1,14.0,0
36910,0,0,0,10,8,1,0,1,14.0,0
36979,0,0,0,10,9,1,0,1,17.0,0
36982,1,0,0,10,9,1,0,1,40.0,1
36988,0,0,0,10,9,1,0,1,17.0,0
37073,1,0,0,11,9,1,0,1,116.0,0
37087,0,0,0,10,9,0,0,1,163.0,1
37109,1,0,0,10,9,0,0,1,146.0,1
37186,0,0,0,10,10,1,0,1,93.0,0
37212,1,0,0,10,10,0,0,1,17.0,0
37224,0,0,0,10,10,0,0,1,2.0,0
37226,1,0,0,10,10,0,0,2,40.0,0
37234,0,0,0,10,10,0,0,2,40.0,0
37238,0,0,0,10,10,1,0,2,14.0,0
37241,0,0,0,10,10,0,0,2,17.0,0
37252,1,0,0,10,10,1,0,1,93.0,0
37256,1,0,0,10,10,1,0,1,17.0,0
37279,1,0,0,10,10,1,0,1,110.0,0
37316,0,0,0,10,11,0,0,2,16.0,0
37327,1,0,0,10,11,1,0,1,117.0,0
37335,0,0,0,10,11,1,0,1,93.0,1
37341,1,0,0,10,11,1,0,1,17.0,0
37345,1,0,0,10,11,1,0,1,151.0,0
37349,0,0,0,10,11,0,0,3,183.0,0
37355,1,0,0,10,11,1,0,1,17.0,0
37360,1,0,0,10,11,0,0,3,17.0,1
37363,1,0,0,10,11,0,0,6,17.0,1
37365,1,0,0,10,11,1,0,1,17.0,1
37371,1,0,0,10,11,0,0,1,116.0,1
37381,0,0,0,10,11,0,0,5,74.0,0
37384,1,0,0,10,11,1,0,3,21.0,0
37401,0,0,0,10,11,1,0,1,17.0,1
37424,1,0,0,10,11,1,0,6,96.0,0
37426,1,0,0,10,11,1,0,1,40.0,0
37427,0,1,0,10,11,1,0,4,13.0,0
37439,0,0,0,10,11,0,0,1,40.0,0
37441,0,0,0,10,11,1,0,1,14.0,0
37456,1,0,0,10,11,1,0,6,30.0,0
37460,1,0,0,10,11,1,0,6,30.0,0
37468,1,0,0,10,11,0,0,3,37.0,0
37469,0,0,0,10,11,1,0,2,21.0,0
37487,1,0,1,10,12,1,0,1,14.0,1
37500,0,0,0,10,12,1,0,2,17.0,0
37514,1,0,0,10,12,0,0,1,17.0,1
37523,1,0,0,10,12,1,0,6,158.0,0
37546,1,0,0,10,12,1,0,4,14.0,1
37552,0,1,0,10,12,1,0,1,93.0,0
37553,0,1,0,10,12,1,0,1,93.0,0
37573,0,0,0,10,12,0,0,1,26.0,0
37583,1,0,0,10,12,1,0,1,17.0,1
37585,1,0,0,10,12,1,0,1,17.0,1
37604,0,0,1,10,12,1,0,1,17.0,1
37610,1,0,0,10,12,1,0,5,40.0,1
37613,1,0,0,10,12,1,0,1,17.0,0
37614,0,0,0,10,12,1,0,1,40.0,0
37617,1,0,0,10,12,1,0,1,2.0,0
37626,1,0,0,10,12,1,0,1,101.0,0
37627,1,0,0,10,12,1,0,6,17.0,1
37629,1,0,0,10,12,1,0,1,132.0,0
37630,1,0,0,10,12,1,0,1,14.0,1
37635,1,0,1,10,12,1,0,1,17.0,1
37646,1,0,1,10,12,1,0,1,17.0,1
37648,1,0,1,10,13,1,0,1,98.0,1
37662,1,0,1,10,13,1,0,2,17.0,1
37712,0,0,0,11,13,1,0,4,15.0,1
37723,0,0,0,10,13,0,0,1,17.0,1
37725,1,0,0,10,13,1,0,4,17.0,1
37744,1,0,0,10,13,0,0,1,26.0,0
37764,0,0,0,10,13,0,0,1,132.0,0
37766,1,0,1,10,13,0,0,1,14.0,2
37776,1,0,0,10,13,0,0,1,17.0,1
37778,1,0,1,10,13,0,0,2,17.0,1
37787,1,0,1,10,13,0,0,1,93.0,1
37788,1,0,1,10,13,0,0,1,17.0,1
37794,1,0,1,10,13,0,0,1,17.0,1
37840,1,0,0,10,14,0,0,1,132.0,0
37852,1,0,0,10,14,0,0,1,40.0,0
37854,1,0,0,10,14,0,0,1,40.0,0
37870,1,0,0,10,14,0,0,1,17.0,1
37873,1,0,0,10,14,0,0,2,17.0,1
37883,0,0,0,10,14,0,0,1,17.0,0
37908,1,0,0,10,14,0,0,3,17.0,1
37928,1,0,0,10,14,0,0,2,40.0,1
37979,0,0,0,10,15,0,0,1,137.0,0
37980,1,0,0,10,15,0,0,2,116.0,0
37988,0,0,0,10,15,0,0,1,11.0,0
38008,0,0,0,10,15,0,0,1,14.0,1
38010,1,0,0,10,15,0,0,2,14.0,1
38015,1,0,0,10,15,0,0,4,17.0,1
38017,1,0,0,10,15,0,0,6,17.0,1
38026,0,0,0,10,15,0,0,1,17.0,0
38032,0,0,0,10,15,0,0,1,110.0,1
38044,0,0,0,10,15,0,0,1,1.0,0
38059,0,0,0,11,16,1,0,2,36.0,1
38077,0,0,0,10,16,0,0,1,46.0,0
38099,1,0,0,10,16,1,0,6,62.0,1
38119,0,0,0,10,16,1,0,1,27.0,0
38141,1,0,0,10,16,0,0,1,131.0,1
38199,0,0,0,10,17,0,0,1,17.0,0
38230,0,0,0,11,17,1,0,1,17.0,0
38246,0,0,0,10,17,0,0,6,40.0,0
38270,0,0,0,10,17,1,0,6,40.0,1
38276,1,0,0,10,17,0,0,1,176.0,0
38283,0,0,0,10,17,0,0,5,8.0,1
38288,1,0,0,10,17,0,0,1,17.0,0
38296,1,0,0,10,17,0,0,5,131.0,0
38338,1,0,0,11,18,0,0,2,14.0,1
38369,1,0,0,10,18,0,0,6,17.0,1
38412,0,0,0,10,18,1,0,6,49.0,0
38431,1,0,0,10,18,1,0,1,17.0,1
38478,0,0,0,10,19,1,0,2,43.0,0
38516,1,0,0,10,19,1,0,5,146.0,0
38543,0,0,0,10,19,1,0,1,137.0,1
38546,0,0,0,10,19,0,0,1,17.0,0
38671,1,0,0,10,20,1,0,3,26.0,0
38675,1,0,0,10,20,1,0,4,26.0,0
38818,1,0,1,10,21,0,0,1,176.0,2
38984,0,0,0,10,22,0,0,1,17.0,1
39006,0,0,0,10,22,0,0,2,17.0,0
39009,0,0,0,11,22,0,0,6,40.0,0
39023,1,0,0,10,22,0,0,5,17.0,1
39046,1,0,0,11,22,0,0,1,14.0,1
39048,1,0,0,10,22,1,0,1,17.0,1
39052,1,0,0,10,22,0,0,3,40.0,1
39073,1,0,0,10,23,0,0,1,137.0,1
39097,1,0,0,10,23,1,0,1,116.0,0
39099,1,0,0,11,23,1,0,1,40.0,1
39121,1,0,0,10,23,0,0,1,100.0,1
39135,0,0,0,10,23,0,0,1,40.0,1
39139,1,0,0,10,23,0,0,1,177.0,0
39157,1,0,0,11,23,0,0,6,17.0,1
39170,0,0,0,10,23,0,0,5,111.0,1
39183,1,0,0,10,23,0,0,1,14.0,1
39193,1,0,0,10,23,1,0,1,132.0,1
39197,0,0,0,10,23,0,0,1,40.0,0
39205,1,0,0,10,24,0,0,2,14.0,0
39267,1,0,0,10,24,0,0,3,17.0,1
39273,0,0,0,10,24,0,0,2,26.0,1
39282,0,0,0,10,24,0,0,5,54.0,0
39296,0,0,0,10,24,0,0,1,34.0,1
39309,1,0,0,10,24,1,0,6,116.0,0
39353,1,0,0,10,25,0,0,2,40.0,1
39354,1,0,0,10,25,1,0,1,17.0,1
39389,1,0,0,10,25,0,0,3,54.0,1
39418,1,0,0,10,25,1,0,1,93.0,0
39437,0,0,0,10,25,0,0,5,13.0,0
39445,0,0,0,10,25,0,0,5,13.0,0
39488,1,0,0,10,25,1,0,4,17.0,1
39542,0,0,0,10,26,0,0,4,131.0,1
39554,0,0,0,10,26,1,0,3,17.0,1
39556,1,0,0,10,26,1,0,4,17.0,0
39568,0,0,0,10,26,1,0,1,17.0,1
39587,0,0,0,10,26,0,0,1,40.0,0
39621,0,0,0,11,26,0,0,2,40.0,0
39705,1,0,0,10,27,0,0,1,29.0,0
39724,0,0,0,10,27,0,0,1,17.0,0
39745,1,0,0,11,27,0,0,1,15.0,1
39836,0,0,0,10,28,0,0,4,2.0,0
39838,0,0,0,11,28,0,0,1,14.0,0
39848,1,0,0,11,28,0,0,1,40.0,0
39966,0,0,0,10,29,0,0,4,30.0,0
39977,0,0,0,11,29,1,0,3,22.0,1
39999,1,0,0,11,29,0,0,6,17.0,1
40190,1,0,0,10,30,0,0,1,40.0,1
40248,0,0,0,10,30,0,0,1,43.0,0
40538,1,0,0,11,31,0,0,1,137.0,0
40623,1,0,0,11,31,0,0,1,2.0,0
40630,0,0,0,11,31,0,0,2,17.0,1
40668,0,0,0,11,31,0,0,5,40.0,1
40697,0,0,0,11,31,0,0,1,169.0,0
40700,0,0,0,11,31,1,0,1,17.0,0
40724,0,1,0,10,31,0,0,5,35.0,0
40750,1,0,0,11,31,0,0,2,40.0,0
40766,1,0,1,11,31,0,0,1,14.0,1
40806,0,0,0,11,1,0,0,2,17.0,0
40820,1,0,0,11,1,1,0,1,93.0,1
40826,1,0,0,11,1,1,0,1,17.0,1
40829,0,0,0,11,1,1,0,6,40.0,1
40855,0,0,0,11,1,1,0,1,17.0,0
40861,0,0,0,11,1,1,0,5,16.0,1
40862,0,0,0,11,1,1,0,1,161.0,0
40871,0,1,0,11,1,1,0,1,101.0,0
40877,1,0,0,11,1,1,0,1,14.0,1
40879,1,0,0,11,1,1,0,1,17.0,1
40891,0,0,0,11,1,1,0,1,40.0,1
40892,0,0,0,11,1,1,0,1,132.0,1
40927,0,1,0,11,2,1,0,1,101.0,0
40942,0,0,0,11,2,1,0,2,2.0,1
40957,1,0,1,11,2,1,0,1,116.0,1
40958,0,0,0,11,2,1,0,1,17.0,0
40984,0,0,0,11,3,0,0,3,33.0,0
40997,0,0,0,11,3,0,0,1,106.0,0
41015,0,0,0,11,3,0,0,1,17.0,0
41018,0,0,0,11,3,0,0,2,98.0,1
41039,0,0,0,11,3,0,0,6,74.0,0
41100,0,0,0,11,4,0,0,1,17.0,0
41120,0,0,0,11,4,1,0,1,40.0,0
41136,0,0,0,11,4,0,0,1,40.0,1
41241,1,0,0,1,5,0,0,1,116.0,1
41254,0,0,0,11,5,0,0,1,26.0,0
41273,0,0,0,11,5,0,0,1,14.0,0
41285,0,1,0,11,5,0,0,6,104.0,0
41304,1,0,0,11,6,0,0,1,131.0,0
41305,0,0,0,11,6,0,0,1,131.0,0
41311,0,0,0,11,6,0,0,2,53.0,0
41319,0,0,0,11,6,0,0,6,146.0,1
41383,0,0,0,11,6,0,0,1,17.0,0
41445,1,0,0,11,7,0,0,2,137.0,1
41455,0,0,0,11,7,1,0,1,17.0,0
41456,0,0,0,11,7,0,0,2,17.0,1
41464,0,0,0,11,7,0,0,1,17.0,0
41474,0,0,0,11,7,0,0,5,40.0,0
41499,0,0,0,11,7,1,0,6,146.0,1
41546,1,0,0,11,8,1,0,1,17.0,0
41574,1,0,0,11,8,1,0,6,4.0,1
41581,0,0,0,11,8,0,0,2,17.0,0
41600,1,0,0,12,8,0,0,2,40.0,1
41606,1,0,0,11,8,0,0,2,14.0,1
41619,0,0,0,11,8,1,0,1,40.0,0
41621,0,0,0,11,8,1,0,1,17.0,0
41660,0,0,0,11,9,1,0,1,17.0,0
41692,0,0,0,11,9,0,0,1,47.0,0
41701,1,0,0,11,9,1,0,1,17.0,1
41706,0,0,0,11,9,1,0,1,163.0,0
41719,0,0,0,11,9,1,0,1,17.0,0
41720,1,0,0,11,9,0,0,1,101.0,0
41729,1,0,0,11,9,1,0,2,30.0,0
41762,0,0,0,11,10,1,0,2,132.0,0
41839,1,0,0,11,10,0,0,1,17.0,0
41945,1,0,0,11,11,0,0,1,176.0,0
41962,1,0,0,11,11,1,0,1,17.0,0
42043,0,0,0,11,12,0,0,1,17.0,0
42049,1,0,0,11,12,0,0,1,101.0,0
42054,0,0,0,11,12,0,0,3,40.0,0
42090,1,0,0,11,12,0,0,1,16.0,0
42107,1,0,0,11,12,0,0,2,17.0,0
42117,1,0,0,11,13,0,0,2,17.0,1
42185,0,0,0,11,13,0,0,1,101.0,1
42192,0,0,0,11,13,0,0,1,17.0,0
42193,0,0,0,11,13,1,0,2,11.0,1
42199,0,0,0,11,13,0,0,1,17.0,0
42212,1,0,0,11,13,0,0,1,29.0,1
42222,0,0,0,11,13,0,0,1,29.0,1
42230,1,0,0,11,13,1,0,1,29.0,0
42269,1,0,0,11,14,0,0,4,111.0,1
42356,1,0,0,11,15,0,0,1,54.0,1
42414,1,0,0,11,15,1,0,1,131.0,0
42476,0,0,0,11,15,1,0,1,95.0,0
42513,0,1,0,11,16,1,0,1,40.0,1
42539,1,0,0,11,16,1,0,1,17.0,0
42550,1,0,0,11,16,1,0,1,51.0,0
42557,1,0,0,11,16,1,0,2,131.0,0
42584,1,0,0,11,16,1,0,1,93.0,1
42594,0,0,0,11,16,1,0,1,40.0,1
42618,0,0,0,11,17,1,0,1,17.0,0
42648,0,0,0,11,17,0,0,1,1.0,0
42721,1,0,0,11,18,0,0,1,43.0,0
42774,0,0,0,11,18,0,0,3,131.0,0
42794,1,0,0,12,18,0,0,1,40.0,1
42836,0,0,0,11,19,1,0,1,129.0,0
42839,0,0,0,11,19,0,0,3,26.0,0
42845,0,0,0,11,19,0,0,1,17.0,0
42846,1,0,0,11,19,0,0,4,14.0,1
42890,1,0,0,11,19,0,0,1,17.0,1
42937,1,0,0,11,20,0,0,1,17.0,0
42948,1,0,0,11,20,1,0,1,17.0,1
42949,0,0,0,11,20,0,0,1,40.0,0
43046,0,0,0,11,21,0,0,1,131.0,0
43094,0,0,0,11,21,0,0,1,17.0,0
43118,1,0,0,11,22,0,0,6,16.0,1
43150,0,0,0,11,22,1,0,1,169.0,1
43165,1,0,0,11,22,1,0,1,43.0,1
43194,1,0,0,11,22,0,0,5,17.0,1
43211,0,0,0,11,22,1,0,1,50.0,0
43222,0,0,0,11,22,1,0,2,9.0,1
43250,0,0,0,11,22,0,0,2,49.0,1
43255,0,0,0,11,22,1,0,6,17.0,1
43326,0,0,0,11,23,1,0,1,16.0,0
43342,1,0,0,11,23,1,0,5,176.0,1
43385,1,0,0,11,23,0,0,3,131.0,0
43386,1,0,0,11,23,1,0,1,17.0,0
43393,0,0,0,11,24,1,0,2,101.0,1
43407,0,0,0,12,24,0,0,3,47.0,0
