,package_id,online_booking,mobile_site_booking,Car_Cancellation,from_date,from_month,weekend,hourOfDay,cancel_zone
22071,1.0,0,0,0,7,10,0,4,0
22072,1.0,0,0,0,7,10,0,3,0
22074,2.0,0,0,0,7,10,0,3,1
22076,2.0,0,0,0,7,10,0,2,0
22078,1.0,0,0,0,7,10,0,3,1
22090,1.0,0,0,0,7,10,0,4,1
22099,2.0,0,0,0,7,10,0,3,1
22117,2.0,0,0,0,7,11,0,2,0
22118,1.0,0,0,0,7,11,0,4,0
22134,2.0,1,0,0,7,11,0,1,1
22151,2.0,0,0,0,7,11,0,1,1
22167,2.0,0,0,0,7,11,0,2,0
22172,2.0,1,0,0,7,11,0,2,0
22186,1.0,0,0,0,7,11,0,2,0
22191,1.0,0,0,0,7,11,0,2,1
22192,2.0,0,0,0,7,11,0,2,1
22194,1.0,0,0,0,7,11,0,2,1
22196,1.0,1,0,0,7,11,0,3,1
22198,2.0,0,0,0,7,13,1,2,1
22200,2.0,0,0,0,7,14,1,3,1
22201,2.0,0,0,0,7,14,1,6,1
22204,2.0,0,0,0,7,11,0,2,1
22208,1.0,0,0,0,7,11,0,3,1
22219,1.0,0,0,0,7,11,0,3,0
22222,2.0,1,0,0,7,11,0,3,1
22226,2.0,0,0,0,7,12,0,6,1
22233,1.0,0,0,0,7,11,0,4,1
22234,1.0,1,0,0,7,21,1,4,1
22247,2.0,1,0,0,7,14,1,6,0
22248,2.0,0,0,0,7,12,0,1,0
22249,2.0,0,0,0,7,11,0,3,1
22256,2.0,0,0,0,7,12,0,1,1
22262,2.0,0,0,1,7,12,0,3,1
22263,1.0,0,0,0,7,11,0,4,1
22266,2.0,0,0,0,7,11,0,4,1
22267,2.0,0,0,0,7,11,0,4,1
22274,1.0,0,0,0,7,12,0,1,1
22309,1.0,0,0,0,7,12,0,2,1
22312,2.0,1,0,0,7,12,0,2,1
22313,1.0,0,0,0,7,12,0,2,1
22314,2.0,1,0,0,7,12,0,1,0
22315,2.0,1,0,0,7,12,0,2,1
22317,1.0,0,0,0,7,12,0,1,0
22349,2.0,0,0,0,7,12,0,1,0
22357,1.0,0,0,0,7,12,0,2,1
22361,1.0,0,0,0,7,12,0,3,1
22362,1.0,0,0,0,7,12,0,3,1
22363,2.0,0,0,0,7,12,0,2,0
22365,1.0,0,0,0,7,12,0,2,1
22367,1.0,0,0,0,7,12,0,2,1
22415,1.0,0,0,0,7,13,1,4,1
22419,1.0,0,0,0,7,12,0,4,1
22424,1.0,0,0,0,7,12,0,3,1
22471,1.0,0,0,0,7,12,0,3,1
22474,1.0,0,0,0,7,12,0,3,0
22475,2.0,0,0,0,7,13,1,2,1
22483,1.0,1,0,0,7,13,1,3,1
22484,2.0,0,0,0,7,12,0,3,1
22497,2.0,0,0,0,7,14,1,3,1
22508,1.0,0,0,0,7,13,1,2,0
22509,1.0,1,0,0,7,12,0,4,0
22517,2.0,0,0,0,7,13,1,2,1
22519,1.0,0,0,0,7,12,0,5,1
22528,2.0,0,0,0,7,13,1,1,1
22530,2.0,0,0,0,7,13,1,2,0
22533,2.0,0,0,0,7,13,1,1,1
22549,2.0,1,0,0,7,13,1,2,1
22550,2.0,1,0,0,7,13,1,1,1
22554,1.0,1,0,0,7,13,1,3,1
22561,1.0,0,0,0,7,13,1,2,1
22562,1.0,1,0,0,7,13,1,1,0
22564,2.0,0,0,0,7,13,1,3,1
22568,2.0,0,0,0,7,13,1,3,1
22579,1.0,0,1,0,7,13,1,2,1
22582,1.0,0,0,0,7,13,1,2,1
22584,1.0,0,0,0,7,13,1,2,1
22592,2.0,0,0,0,7,13,1,2,1
22596,1.0,0,0,0,7,13,1,2,1
22598,1.0,0,0,0,7,13,1,2,0
22599,2.0,0,0,0,7,13,1,2,1
22609,1.0,1,0,0,7,13,1,3,0
22617,1.0,1,0,0,7,13,1,3,1
22620,1.0,0,0,0,7,13,1,3,1
22623,1.0,0,0,0,7,13,1,3,1
22624,2.0,1,0,0,7,14,1,1,0
22626,1.0,0,1,0,7,13,1,4,1
22645,1.0,0,0,0,7,13,1,4,1
22646,2.0,0,0,0,7,14,1,2,0
22647,1.0,1,0,0,7,13,1,5,0
22652,1.0,0,0,0,7,13,1,4,1
22665,1.0,0,0,0,7,13,1,4,1
22667,1.0,0,0,0,7,13,1,4,1
22671,2.0,1,0,0,7,13,1,4,1
22676,1.0,1,0,0,7,14,1,2,0
22677,2.0,1,0,0,7,14,1,1,0
22686,2.0,0,0,0,7,14,1,6,1
22692,2.0,0,1,0,7,14,1,1,0
22699,1.0,0,0,0,7,13,1,5,0
22709,1.0,0,0,0,7,14,1,2,0
22714,1.0,0,0,0,7,14,1,2,0
22722,1.0,0,1,0,7,16,0,2,0
22728,2.0,0,0,0,7,14,1,2,0
22733,1.0,0,0,0,7,14,1,2,1
22736,2.0,0,0,0,7,14,1,2,0
22741,2.0,0,0,0,7,15,0,1,0
22744,1.0,0,0,0,7,14,1,3,1
22745,1.0,0,0,0,7,14,1,2,1
22752,2.0,0,0,0,7,14,1,3,1
22756,1.0,1,0,0,7,14,1,3,1
22758,1.0,0,0,0,7,14,1,4,0
22760,1.0,0,0,0,7,14,1,4,0
22764,1.0,0,0,0,7,14,1,3,1
22766,2.0,0,0,0,7,18,0,1,0
22767,1.0,0,1,0,7,14,1,3,1
22769,1.0,0,0,0,7,14,1,4,1
22773,2.0,0,0,0,7,14,1,3,1
22784,2.0,0,0,0,7,15,0,2,1
22795,1.0,0,0,0,7,14,1,4,0
22805,1.0,0,1,1,7,14,1,4,1
22806,1.0,1,0,0,7,15,0,1,1
22809,1.0,0,0,0,7,14,1,4,1
22813,1.0,0,0,0,7,14,1,4,1
22819,1.0,1,0,0,7,14,1,4,0
22823,1.0,0,0,0,7,15,0,1,1
22825,2.0,1,0,0,7,15,0,2,1
22841,2.0,0,1,0,7,15,0,2,1
22851,1.0,0,0,0,7,15,0,2,1
22885,2.0,0,0,0,7,15,0,2,1
22894,1.0,0,0,0,7,15,0,2,0
22896,1.0,0,0,0,7,15,0,2,1
22898,1.0,0,0,0,7,15,0,3,1
22899,1.0,0,0,0,7,15,0,3,1
22910,2.0,0,0,0,7,15,0,2,0
22918,1.0,0,0,0,7,15,0,3,0
22927,1.0,1,0,0,7,15,0,4,1
22935,1.0,0,0,0,7,16,0,1,1
22949,2.0,0,0,0,7,16,0,1,0
22951,1.0,0,0,0,7,15,0,4,0
22967,1.0,0,0,0,7,15,0,4,1
22992,1.0,0,0,0,7,16,0,1,0
22994,1.0,0,0,0,7,16,0,1,0
23009,2.0,0,0,0,7,16,0,1,1
23010,2.0,0,0,0,7,16,0,1,1
23014,1.0,1,0,0,7,16,0,1,1
23030,2.0,0,0,0,7,16,0,2,1
23032,1.0,0,0,0,7,16,0,2,0
23035,1.0,0,0,0,7,16,0,2,0
23038,2.0,1,0,0,7,16,0,2,1
23042,1.0,0,0,0,7,16,0,3,0
23052,2.0,0,0,0,7,16,0,2,0
23058,2.0,0,0,0,7,16,0,2,1
23059,2.0,1,0,0,7,16,0,3,1
23078,1.0,0,0,0,7,16,0,2,0
23081,2.0,0,0,0,7,16,0,3,1
23082,1.0,0,0,0,7,16,0,3,1
23086,2.0,1,0,0,7,17,0,2,1
23087,1.0,1,0,0,7,16,0,3,1
23100,1.0,0,0,0,7,17,0,1,1
23124,2.0,1,0,0,7,17,0,4,1
23125,1.0,0,0,0,7,16,0,4,1
23127,2.0,0,1,0,7,17,0,2,1
23129,2.0,0,0,0,7,16,0,5,1
23133,2.0,0,0,0,7,17,0,1,1
23144,2.0,0,0,0,7,17,0,4,1
23157,1.0,1,0,0,7,17,0,3,1
23164,2.0,0,0,0,7,17,0,2,1
23170,2.0,0,0,0,7,17,0,2,0
23173,1.0,0,0,0,7,17,0,2,1
23178,2.0,0,0,0,7,17,0,2,0
23188,1.0,0,0,0,7,17,0,3,1
23192,1.0,0,0,0,7,19,0,2,1
23202,1.0,0,0,0,7,17,0,3,1
23216,2.0,1,0,0,7,20,1,1,0
23230,2.0,0,0,0,7,18,0,4,1
23245,1.0,0,0,0,7,18,0,1,1
23257,2.0,0,0,0,7,18,0,2,0
23260,2.0,0,0,0,7,18,0,3,1
23277,1.0,0,0,0,7,18,0,2,1
23281,1.0,0,0,0,7,18,0,2,0
23285,1.0,0,0,0,7,18,0,2,1
23300,1.0,0,0,0,7,18,0,2,0
23302,1.0,0,1,0,7,18,0,2,1
23303,2.0,0,0,0,7,18,0,2,1
23305,1.0,0,0,0,7,18,0,1,0
23314,1.0,0,0,0,7,18,0,2,0
23316,2.0,1,0,0,7,19,0,2,1
23321,1.0,0,0,0,7,18,0,2,1
23324,2.0,0,0,0,7,18,0,2,0
23335,1.0,1,0,0,7,18,0,4,1
23339,1.0,1,0,0,7,18,0,3,1
23345,2.0,1,0,0,7,18,0,3,1
23366,1.0,0,0,0,7,19,0,1,1
23371,1.0,0,0,0,7,18,0,4,1
23376,1.0,0,0,0,7,19,0,1,0
23377,1.0,0,0,0,7,19,0,3,1
23386,1.0,0,0,0,7,19,0,1,1
23390,1.0,0,0,0,7,19,0,3,1
23391,1.0,0,0,0,7,18,0,4,1
23400,1.0,1,0,0,7,19,0,1,1
23402,2.0,0,1,0,7,18,0,5,0
23416,2.0,0,0,0,7,19,0,1,1
23426,2.0,0,0,0,7,19,0,1,1
23436,1.0,1,0,0,7,19,0,5,1
23441,1.0,0,0,0,7,19,0,1,1
23467,2.0,0,0,0,7,19,0,2,1
23469,1.0,0,0,0,7,19,0,2,0
23478,2.0,0,0,0,7,19,0,2,1
23481,2.0,0,0,0,7,19,0,2,0
23486,2.0,0,0,0,7,19,0,2,1
23508,1.0,0,0,0,7,19,0,2,1
23509,1.0,0,0,0,7,19,0,2,0
23512,1.0,0,0,0,7,20,1,1,0
23513,1.0,0,0,0,7,19,0,3,1
23524,2.0,0,0,0,7,19,0,3,0
23534,2.0,0,0,0,7,19,0,3,0
23541,1.0,0,0,0,7,19,0,4,1
23546,1.0,0,0,0,7,19,0,3,1
23566,1.0,1,0,0,7,20,1,3,1
23609,1.0,0,0,0,7,20,1,2,1
23612,2.0,0,0,0,7,20,1,2,0
23617,2.0,0,0,0,7,20,1,1,0
23625,1.0,1,0,0,7,20,1,2,0
23629,2.0,0,0,0,7,20,1,2,0
23641,1.0,1,0,0,7,20,1,2,1
23653,1.0,1,0,0,7,20,1,2,1
23656,2.0,0,0,0,7,20,1,1,0
23658,1.0,0,0,0,7,20,1,1,0
23661,1.0,0,0,0,7,20,1,4,1
23662,1.0,1,0,0,7,20,1,4,1
23666,1.0,0,0,0,7,20,1,2,1
23667,2.0,1,0,0,7,20,1,2,1
23670,1.0,0,0,0,7,20,1,2,0
23673,1.0,1,0,0,7,20,1,3,0
23675,2.0,1,0,0,7,21,1,2,0
23678,2.0,0,0,0,7,20,1,2,1
23681,1.0,0,0,0,7,20,1,2,1
23690,1.0,0,0,0,7,20,1,2,1
23691,2.0,0,0,0,7,20,1,2,1
23692,2.0,0,0,0,7,20,1,3,1
23697,1.0,0,0,0,7,20,1,3,1
23698,1.0,1,0,0,7,20,1,3,0
23708,1.0,0,0,0,7,20,1,3,1
23709,1.0,0,0,0,7,20,1,3,1
23711,1.0,0,0,0,7,20,1,3,1
23712,1.0,1,0,0,7,20,1,3,0
23715,1.0,0,0,0,7,20,1,4,0
23720,1.0,1,0,0,7,21,1,2,0
23721,1.0,1,0,0,7,21,1,2,0
23723,2.0,1,0,0,7,21,1,1,0
23724,1.0,0,0,0,7,20,1,3,1
23728,1.0,1,0,0,7,21,1,2,0
23735,1.0,0,0,0,7,21,1,3,1
23743,2.0,0,0,0,7,22,0,2,0
23748,1.0,0,0,0,7,20,1,4,1
23773,1.0,0,0,0,7,21,1,1,1
23802,2.0,0,0,0,7,21,1,2,1
23804,1.0,0,0,0,7,21,1,2,0
23808,2.0,0,0,0,7,21,1,2,0
23814,2.0,0,0,0,7,21,1,2,1
23824,2.0,0,0,0,7,21,1,2,1
23831,2.0,0,0,0,7,21,1,2,1
23832,1.0,0,0,0,7,21,1,3,1
23834,2.0,1,0,0,7,21,1,3,0
23835,2.0,0,0,0,7,21,1,3,1
23837,2.0,0,0,0,7,21,1,2,0
23841,1.0,1,0,0,7,21,1,3,1
23846,1.0,0,0,0,7,21,1,3,0
23852,1.0,0,0,0,7,22,0,1,1
23854,1.0,0,0,0,7,21,1,3,0
23863,1.0,1,0,0,7,21,1,3,0
23865,1.0,0,0,0,7,21,1,3,1
23867,1.0,0,0,0,7,21,1,4,0
23871,1.0,0,0,0,7,21,1,3,1
23877,2.0,0,0,0,7,21,1,3,0
23886,2.0,0,0,0,7,21,1,4,1
23901,2.0,0,0,0,7,21,1,4,0
23902,2.0,0,0,0,7,22,0,1,1
23911,1.0,1,0,0,7,22,0,6,1
23915,2.0,0,0,0,7,22,0,1,1
23916,1.0,0,0,0,7,21,1,4,1
23929,1.0,0,0,0,7,22,0,2,1
23944,2.0,0,0,0,7,23,0,1,0
23945,1.0,1,0,0,7,22,0,1,0
23950,2.0,0,0,0,7,22,0,2,1
23953,2.0,0,0,0,7,22,0,2,1
23963,1.0,1,0,0,7,22,0,2,1
23978,1.0,0,0,0,7,22,0,2,1
23979,2.0,0,0,0,7,22,0,2,1
23982,2.0,1,0,0,8,18,1,6,1
23988,2.0,0,0,0,7,22,0,3,1
23990,1.0,0,0,0,7,22,0,2,0
23991,1.0,0,0,0,7,22,0,2,0
23993,1.0,1,0,0,7,22,0,3,1
23995,1.0,0,0,0,7,22,0,2,1
24001,1.0,0,0,0,7,22,0,3,1
24008,1.0,0,0,0,7,22,0,3,1
24009,2.0,0,0,0,7,25,0,6,1
24010,1.0,0,0,0,7,22,0,2,1
24020,2.0,1,0,0,7,22,0,4,0
24030,1.0,0,0,0,7,22,0,3,1
24069,1.0,0,0,0,7,22,0,4,1
24096,1.0,1,0,0,7,23,0,1,1
24098,2.0,1,0,0,7,27,1,6,1
24099,1.0,1,0,0,7,23,0,2,0
24112,2.0,0,0,0,7,23,0,2,1
24113,2.0,0,0,0,7,23,0,2,1
24119,1.0,0,0,0,7,23,0,2,1
24128,1.0,1,0,0,7,23,0,2,0
24129,1.0,0,0,0,7,23,0,2,1
24134,2.0,0,0,0,7,23,0,3,1
24141,1.0,0,0,0,7,23,0,3,1
24142,2.0,0,0,0,7,24,0,2,0
24145,2.0,0,0,0,7,23,0,2,0
24152,2.0,0,0,0,7,24,0,6,1
24167,2.0,0,0,0,7,24,0,2,0
24180,1.0,0,0,0,7,23,0,4,0
24182,1.0,1,0,0,7,23,0,4,0
24194,1.0,0,0,0,7,24,0,3,0
24197,2.0,0,0,0,7,24,0,1,1
24198,2.0,1,0,0,7,24,0,2,1
24202,2.0,0,0,0,7,24,0,2,0
24211,1.0,1,0,0,7,24,0,1,0
24212,2.0,1,0,0,7,24,0,2,0
24220,1.0,0,0,0,7,24,0,1,0
24225,1.0,0,0,0,7,24,0,1,1
24230,2.0,1,0,0,7,24,0,1,1
24234,2.0,0,0,0,7,24,0,2,0
24235,2.0,0,0,0,7,24,0,2,0
24250,1.0,0,0,0,7,24,0,2,0
24257,1.0,1,0,0,7,24,0,2,0
24258,1.0,0,0,0,7,24,0,3,0
24261,1.0,1,0,0,7,24,0,3,0
24262,1.0,0,0,0,7,24,0,2,1
24270,1.0,0,0,0,7,24,0,3,0
24275,2.0,1,0,0,7,25,0,6,1
24276,1.0,0,0,0,7,24,0,4,1
24277,2.0,0,0,0,7,24,0,3,1
24284,1.0,0,0,0,7,24,0,3,1
24290,2.0,1,0,0,7,24,0,4,0
24293,1.0,1,0,0,7,24,0,4,1
24298,1.0,1,0,0,7,24,0,4,0
24303,2.0,1,0,0,7,24,0,4,0
24305,1.0,1,0,0,7,25,0,2,1
24307,2.0,0,0,0,7,25,0,2,0
24316,1.0,0,0,0,7,25,0,1,0
24320,1.0,0,0,0,7,25,0,1,0
24322,1.0,0,0,0,7,24,0,4,1
24332,1.0,0,0,0,7,24,0,4,0
24335,1.0,0,0,0,7,25,0,2,0
24353,1.0,0,0,0,7,25,0,1,1
24361,2.0,1,0,0,7,26,0,1,0
24363,2.0,0,0,0,7,25,0,1,0
24382,2.0,1,0,0,7,25,0,3,1
24386,1.0,0,0,0,7,25,0,2,1
24389,1.0,0,0,0,7,25,0,2,1
24390,2.0,0,0,0,7,25,0,2,0
24394,2.0,0,0,0,7,25,0,2,1
24398,1.0,0,0,0,7,25,0,2,1
24402,2.0,0,0,0,7,25,0,2,1
24405,2.0,0,1,0,7,26,0,6,1
24425,1.0,0,0,0,7,25,0,3,1
24432,1.0,0,0,0,7,26,0,2,1
24445,1.0,1,0,0,7,25,0,4,0
24447,1.0,1,0,0,7,25,0,4,0
24453,1.0,0,0,0,7,25,0,4,1
24471,2.0,0,0,0,7,26,0,1,1
24473,1.0,0,0,0,7,25,0,4,1
24475,1.0,0,0,0,7,25,0,4,1
24483,2.0,1,0,0,8,3,1,2,0
24498,1.0,1,0,0,7,25,0,5,1
24511,1.0,0,0,0,7,26,0,1,0
24516,2.0,1,0,0,7,26,0,2,0
24519,2.0,1,0,0,7,26,0,4,0
24544,2.0,1,0,0,7,28,1,2,1
24549,1.0,0,1,0,7,26,0,2,1
24555,2.0,1,0,0,7,26,0,1,0
24556,2.0,0,0,0,7,27,1,1,1
24564,1.0,0,0,0,7,26,0,2,1
24569,2.0,0,0,0,7,26,0,2,1
24572,2.0,0,0,0,7,26,0,2,1
24580,1.0,0,0,0,7,26,0,3,1
24583,1.0,0,0,0,7,26,0,2,0
24593,1.0,1,0,0,7,27,1,3,1
24594,1.0,0,0,0,7,26,0,3,1
24595,1.0,1,0,0,7,26,0,4,0
24599,1.0,0,0,0,7,26,0,4,0
24603,1.0,0,0,0,7,26,0,3,1
24609,1.0,1,0,0,7,26,0,4,1
24611,1.0,1,0,0,7,26,0,4,0
24613,1.0,0,0,0,7,26,0,4,0
24614,1.0,0,0,0,7,26,0,4,1
24618,1.0,0,0,0,7,26,0,3,1
24627,2.0,1,0,0,7,26,0,4,0
24635,1.0,1,0,0,7,28,1,2,1
24653,1.0,0,0,0,7,26,0,4,0
24662,2.0,0,0,0,7,27,1,2,1
24668,1.0,0,0,0,7,27,1,2,0
24672,2.0,0,0,0,7,27,1,2,0
24674,2.0,0,0,0,7,27,1,2,1
24693,2.0,1,0,0,7,27,1,1,1
24695,2.0,0,0,0,7,27,1,2,1
24708,2.0,0,0,0,7,27,1,1,0
24718,2.0,0,0,0,7,27,1,1,0
24725,2.0,0,0,0,7,27,1,2,1
24730,1.0,0,0,0,7,27,1,3,1
24744,1.0,0,1,0,7,27,1,4,1
24754,2.0,0,0,0,7,27,1,3,0
24756,1.0,0,0,0,7,27,1,3,1
24759,1.0,1,0,0,7,27,1,3,1
24760,2.0,0,0,0,7,28,1,2,1
24764,1.0,0,0,0,7,27,1,3,1
24779,1.0,0,0,0,7,27,1,4,1
24781,1.0,0,0,0,7,27,1,4,1
24813,2.0,0,0,0,7,28,1,2,0
24816,2.0,1,0,0,7,28,1,2,1
24835,1.0,0,0,0,7,28,1,6,1
24846,2.0,0,0,0,7,28,1,1,1
24852,2.0,0,0,0,7,28,1,1,1
24857,1.0,0,1,0,7,28,1,3,1
24859,2.0,1,0,0,7,28,1,2,1
24861,2.0,1,0,0,7,29,0,6,1
24864,1.0,0,0,0,7,28,1,2,0
24865,2.0,1,0,0,7,28,1,2,1
24867,1.0,0,0,0,7,28,1,2,0
24868,1.0,0,0,0,7,28,1,3,0
24882,2.0,0,1,0,7,28,1,3,0
24883,2.0,1,0,0,7,28,1,3,1
24886,1.0,0,0,0,7,28,1,4,1
24887,2.0,0,0,0,7,28,1,3,0
24891,1.0,0,0,0,7,28,1,2,0
24894,1.0,0,0,0,7,28,1,3,1
24895,1.0,0,0,0,7,29,0,2,1
24900,1.0,1,0,0,7,28,1,3,1
24905,1.0,1,0,0,7,28,1,3,1
24907,1.0,1,0,0,7,28,1,4,1
24913,1.0,0,0,0,7,28,1,4,1
24919,1.0,0,0,0,7,28,1,4,1
24925,2.0,0,0,0,7,29,0,1,1
24926,1.0,0,0,0,7,29,0,1,1
24929,1.0,0,0,0,7,28,1,4,1
24930,1.0,0,0,0,7,28,1,4,1
24934,2.0,0,0,0,7,28,1,4,1
24945,2.0,1,0,0,7,29,0,6,1
24958,2.0,1,0,0,7,29,0,2,1
24970,2.0,0,0,0,7,29,0,1,1
24980,2.0,1,0,0,7,29,0,2,0
24985,2.0,1,0,0,7,29,0,3,0
25008,2.0,0,0,0,7,29,0,2,1
25010,1.0,0,0,0,7,29,0,2,1
25011,2.0,0,0,0,7,29,0,2,1
25015,1.0,1,0,0,7,29,0,2,0
25017,1.0,0,0,0,7,29,0,2,1
25019,1.0,0,0,0,7,29,0,2,1
25025,2.0,0,0,0,7,29,0,2,1
25031,2.0,0,0,0,7,29,0,4,1
25033,2.0,0,0,0,7,30,0,1,0
25035,1.0,0,0,0,7,29,0,3,0
25038,1.0,0,0,0,7,29,0,3,0
25041,2.0,1,0,0,7,29,0,3,1
25051,1.0,0,0,0,7,29,0,3,1
25060,1.0,1,0,0,7,29,0,4,1
25061,1.0,0,0,0,7,29,0,3,1
25062,1.0,1,0,0,7,29,0,4,1
25064,1.0,0,0,0,7,29,0,3,0
25081,1.0,1,0,0,7,30,0,1,1
25118,1.0,0,0,0,7,30,0,2,1
25119,2.0,0,0,0,7,30,0,1,1
25122,1.0,1,0,0,7,30,0,1,1
25133,2.0,0,1,0,7,30,0,1,1
25142,2.0,0,1,0,7,30,0,2,0
25148,2.0,0,0,0,7,30,0,2,1
25149,2.0,0,0,0,7,30,0,2,1
25150,1.0,1,0,0,7,30,0,2,1
25158,2.0,0,0,0,8,2,0,2,0
25160,1.0,0,0,0,7,30,0,3,0
25167,1.0,1,0,0,7,30,0,3,0
25173,1.0,0,0,0,7,31,0,2,1
25193,1.0,0,0,0,7,31,0,3,1
25197,1.0,1,0,0,7,30,0,4,1
25198,1.0,0,0,0,7,30,0,4,0
25201,2.0,0,0,0,7,31,0,1,1
25232,1.0,0,0,0,7,30,0,4,1
25239,1.0,0,0,0,7,31,0,2,1
25252,1.0,0,0,0,7,30,0,5,0
25253,4.0,0,0,0,7,31,0,1,1
25255,1.0,1,0,0,7,31,0,2,1
25270,3.0,1,0,0,7,31,0,2,0
25273,2.0,0,0,0,7,31,0,2,0
25288,1.0,1,0,0,7,31,0,2,1
25294,2.0,0,0,0,7,31,0,2,0
25305,2.0,0,0,0,7,31,0,1,0
25307,1.0,0,0,0,7,31,0,2,1
25308,1.0,0,0,0,7,31,0,4,0
25309,1.0,0,0,0,8,1,0,1,1
25317,1.0,0,0,0,7,31,0,2,1
25318,1.0,0,0,0,7,31,0,2,1
25324,2.0,0,0,0,8,2,0,2,1
25325,2.0,0,0,0,7,31,0,2,0
25328,2.0,0,0,0,7,31,0,2,0
25335,1.0,0,0,0,7,31,0,2,0
25340,1.0,0,0,0,7,31,0,3,0
25343,1.0,0,0,0,7,31,0,3,0
25348,1.0,0,0,0,7,31,0,3,1
25358,1.0,0,0,0,7,31,0,3,1
25362,1.0,0,0,0,7,31,0,4,0
25366,3.0,1,0,0,8,1,0,1,1
25377,3.0,0,0,0,7,31,0,4,1
25381,1.0,0,0,0,7,31,0,4,0
25389,3.0,0,0,0,7,31,0,4,1
25395,1.0,0,0,0,7,31,0,4,0
25416,3.0,1,0,0,8,1,0,1,1
25418,1.0,0,0,0,8,1,0,2,1
25421,1.0,0,0,0,8,1,0,4,1
25434,2.0,1,0,0,8,1,0,2,0
25438,1.0,0,0,0,8,1,0,1,1
25445,2.0,0,0,0,8,1,0,2,1
25448,2.0,1,0,0,8,4,1,4,1
25520,4.0,0,0,0,8,1,0,2,1
25522,1.0,0,0,0,8,1,0,2,0
25527,1.0,0,0,0,8,1,0,2,1
25534,2.0,0,0,0,8,1,0,2,1
25561,2.0,0,0,0,8,2,0,5,0
25604,1.0,1,0,0,8,1,0,3,0
25658,1.0,1,0,0,8,1,0,4,1
25663,1.0,0,0,0,8,1,0,4,1
25666,1.0,1,0,0,8,2,0,3,0
25676,4.0,0,0,0,8,2,0,2,1
25677,1.0,0,0,0,8,3,1,2,1
25678,1.0,0,0,0,8,1,0,4,0
25683,3.0,0,0,0,8,2,0,2,1
25691,4.0,1,0,0,8,2,0,1,0
25715,4.0,0,0,0,8,2,0,3,0
25720,1.0,1,0,0,8,3,1,2,0
25722,3.0,0,0,0,8,2,0,2,0
25725,1.0,0,1,0,8,2,0,1,1
25737,1.0,0,0,0,8,2,0,1,0
25741,3.0,1,0,0,8,3,1,3,1
25742,4.0,0,0,0,8,2,0,2,0
25749,3.0,0,0,0,8,2,0,3,1
25751,1.0,0,0,0,8,2,0,2,0
25754,2.0,0,0,0,8,2,0,2,1
25757,3.0,0,0,0,8,2,0,2,1
25758,1.0,0,0,0,8,2,0,4,1
25829,1.0,0,0,0,8,2,0,3,1
25853,1.0,0,0,0,8,2,0,2,1
25856,2.0,0,0,0,8,2,0,3,0
25858,2.0,0,0,0,8,2,0,3,0
25859,1.0,0,0,0,8,2,0,2,1
25864,3.0,1,0,0,8,2,0,4,0
25867,4.0,1,0,0,8,3,1,1,1
25868,5.0,0,0,0,8,17,1,2,1
25870,5.0,0,0,0,8,3,1,6,1
25878,1.0,0,0,0,8,2,0,4,1
25887,2.0,1,0,0,8,2,0,4,1
25891,1.0,0,0,0,8,2,0,3,0
25892,4.0,1,0,0,8,4,1,2,0
25907,4.0,0,0,0,8,2,0,4,1
25912,4.0,0,0,0,8,3,1,2,1
25929,2.0,0,0,0,8,3,1,2,0
25934,2.0,1,0,0,8,3,1,2,1
25941,3.0,1,0,0,8,3,1,6,1
25942,1.0,1,0,0,8,3,1,1,1
25944,1.0,0,0,0,8,3,1,2,1
25949,2.0,0,0,0,8,3,1,3,1
25951,4.0,0,0,0,8,3,1,1,1
25960,1.0,0,1,0,8,3,1,1,1
25961,2.0,0,0,0,8,3,1,2,1
25962,4.0,0,0,0,8,3,1,2,0
25966,1.0,0,0,0,8,4,1,2,0
25967,2.0,0,0,0,8,3,1,2,0
25984,3.0,1,0,0,8,3,1,2,1
25985,1.0,1,0,0,8,3,1,2,1
25990,4.0,0,0,0,8,3,1,2,1
25992,3.0,1,0,0,8,3,1,2,1
25996,2.0,0,0,0,8,4,1,6,0
25999,1.0,1,0,0,8,3,1,3,0
26000,2.0,0,0,0,8,3,1,2,1
26010,1.0,0,0,0,8,3,1,2,1
26012,2.0,0,0,0,8,3,1,2,1
26014,4.0,0,0,0,8,3,1,2,0
26020,4.0,0,1,0,8,3,1,3,1
26021,2.0,0,1,0,8,3,1,3,1
26022,1.0,0,0,0,8,3,1,3,0
26023,1.0,0,1,0,8,3,1,4,1
26024,4.0,0,0,0,8,3,1,3,1
26030,1.0,0,0,0,8,3,1,3,1
26031,1.0,1,0,0,8,4,1,2,1
26037,1.0,0,0,0,8,3,1,4,1
26038,3.0,0,0,0,8,3,1,3,1
26039,1.0,0,1,0,8,3,1,4,1
26047,1.0,0,0,0,8,3,1,3,1
26049,1.0,0,1,0,8,3,1,3,0
26051,1.0,1,0,0,8,3,1,4,0
26061,3.0,1,0,0,8,3,1,4,0
26063,1.0,0,0,0,8,3,1,3,1
26064,1.0,0,0,0,8,3,1,3,0
26067,4.0,0,0,0,8,3,1,4,1
26079,2.0,0,0,0,8,4,1,6,1
26081,4.0,1,0,0,8,4,1,1,1
26084,1.0,0,0,0,8,3,1,4,1
26085,4.0,0,0,0,8,5,0,2,0
26086,3.0,0,0,0,8,3,1,4,1
26087,1.0,0,0,0,8,3,1,4,0
26088,3.0,0,0,0,8,3,1,4,0
26095,4.0,1,0,0,8,4,1,6,0
26099,1.0,0,0,0,8,3,1,4,1
